no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,0,3,0,0.5663321539664704,0,0,0,-5.0800190127303077e-05,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9710974221625838,0,0,0,-1.067296107263685,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,2,3,0,0.018914047314458653,0,0,0,0.17497743016993633,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.8779198720941562,0,0,0,-0.29887948617072346,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,1,-0.7498007407500684,0,0,0,1.8925308776869818,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.9943918096796907,0,0,0,2.746327123345828,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.007266853555905214,0,0,0,0.04263901209281501,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,5,0,0.6478625102763444,0,0,0,-0.5991311658940843,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0,0,1,0,1.5563436234435128,0,0,0,0.12801863665869964,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,2,0,1,0,-0.9478030346454769,0,0,0,3.628583243859969,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,1,2,0,2.6045910617133226,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.2839129904079308,0,0,0,-0.6475129531480857,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.35668266631250845,0,0,0,-0.4696387353024927,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,3.1869507496409946,0,0,0,-0.7257776090001465,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,1.195280616928356,0,0,0,0.7541358834751869,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,1,0,-0.5168568655789996,0,0,0,-0.5074903688600348,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,3,0,-0.15579385906384294,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,0,0,0.6012737352421307,0,0,0,-0.2561896738877812,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,1,0,0,-0.8662726783356028,0,0,0,0.2669028259525385,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,-0.8080367095428356,0,0,0,-0.01428073761777474,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,1,2,0,1.2535165857211232,0,0,0,0.4695371349222381,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.06261630899541543,0,0,0,0.9248951326069561,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False
2,0,2,2,0,0.9739839355158407,0,0,0,0.07109888694810988,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.55179844685466,0,0,0,-0.512328547585435,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.8196839033013891,0,0,0,1.1138687016461137,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,2.4065887678179143,0,0,0,-0.4781766977590811,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,3,0,-0.7148591594744081,0,0,0,-0.5265584850130824,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,-0.33050176544214455,0,0,0,-0.7172396465435582,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.8546254845770493,0,0,0,0.14708675281174724,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,0.5197433789322566,0,0,0,0.4353852850958842,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.5168568655789996,0,0,0,-0.42979491050507973,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,1.5796380109606198,0,0,0,-0.868076983276621,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.47026809054478586,0,0,0,0.7086000837067152,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,-0.9827446159211373,0,0,0,-0.8111572335660312,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.7381535469915149,0,0,0,0.6402963840540074,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,1.1137502606184821,0,0,0,0.4695371349222381,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,1,1,0,-0.12085227778818262,0,0,0,1.3574852304074378,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,0.8458648041717529,0,0,0,-0.2561896738877812,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.004380340202648226,0,0,0,-0.11958227458236585,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,2.9423596807113723,0,0,0,-0.36519099458356047,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,2.4065887678179143,0,0,0,-0.3842591107366081,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,4,0,2.2085864739225056,0,0,0,-0.5991311658940843,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,-0.842978290818496,0,0,0,-0.24195973646013372,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0,0,2,0,-0.9827446159211373,0,0,0,3.0166959344711293,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1,2,3,0,-0.7381535469915149,0,0,0,0.8537454454687189,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.35379615295925143,0,0,0,-0.4696387353024927,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1,0,5,0,0.4964489914151497,0,0,0,0.8964352577516612,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,0.6828040915520047,0,0,0,0.30731584824705727,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,1,0,-0.5867400281303202,0,0,0,-0.15373412440871978,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,2,0,0.3217410850368481,0,0,0,-0.502367591386082,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,2,2,0,-0.8779198720941562,0,0,0,-1.4554888002899071,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.7526872541033254,0,0,0,-0.07120048732836448,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.8313310970599425,0,0,0,-0.5359502437153297,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,1,-0.8196839033013891,0,0,0,-0.640397984434262,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,4,0,0.24021072872697402,0,0,0,-0.23626776148907466,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.9478030346454769,0,0,0,-0.640397984434262,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.5052096718204462,0,0,0,-0.6147840970644964,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.6566231906816409,0,0,0,1.124968052839679,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,0,-0.8546254845770493,0,0,0,-0.8965368581319159,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,4,0,-0.9710974221625838,0,0,0,0.04263901209281501,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.8895670658527097,0,0,0,-0.1844707892524382,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.9943918096796907,0,0,0,0.1564785115139945,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,2.592943867954769,0,0,0,-1.4657343552378133,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,1.824229079890242,0,0,0,-0.09112239972707098,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.8546254845770493,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,4,0,0.9856311292743942,0,0,0,-0.5265584850130824,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.5401512530961065,0,0,0,-0.05697054990071705,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,1,-0.9594502284040304,0,0,0,-0.042740612473069615,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,2,4,0,-0.7498007407500684,0,0,0,0.8964352577516612,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,2,5,0,2.0222313737856505,0,0,0,-0.6614582918271801,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,1,-0.9943918096796907,0,0,0,-0.41271898559190295,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0,0.37997705382961533,0,0,0,0.1849383863692894,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,1,0,0.0887972098657793,0,0,0,0.6659102714237729,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,-0.6449759969230875,0,0,0,-0.44117886044719784,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,5,0,-0.5168568655789996,0,0,0,0.9220491451214268,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,0.5779793477250238,0,0,0,-0.3842591107366081,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,0,1,-0.9594502284040304,0,0,0,-2.945647847713147,3,0,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,1,0,-0.8779198720941562,0,0,0,0.4695371349222381,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,0.042208434831565535,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,1,0,2.2901168302323796,0,0,0,-0.7636292425576887,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.7963895157842822,0,0,0,-1.5795738546589928,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,3,0,-0.5750928343717668,0,0,0,-0.35579923588131324,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,4,0,-0.5168568655789996,0,0,0,0.29991628078468086,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1,1,0,0,-0.9710974221625838,0,0,0,0.1564785115139945,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.9827446159211373,0,0,0,-0.640397984434262,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,2,2,3,0,-0.30720737792503766,0,0,0,1.2635676433849652,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,2,0,-0.7963895157842822,0,0,0,-1.5795738546589928,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,-0.8895670658527097,0,0,0,0.725676008619892,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.2606186028908239,0,0,0,0.3556976355010586,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,2,2,2,0,0.46150741013948937,0,0,0,3.0480017968119535,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,1,0,2,0,1.1719862294112493,0,0,0,0.5122269472051805,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.9710974221625838,0,0,0,-0.35579923588131324,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0,0,3,0,-0.9827446159211373,0,0,0,2.091750001674046,4,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,2,1,4,0,0.030561241073012096,0,0,0,2.400539643853995,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,3,0,-0.027674727719755106,0,0,0,0.8195935956423653,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,3,0,-0.19073544033950326,0,0,0,0.18721517635771293,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,2.6628270305060897,0,0,0,-0.8111572335660312,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,3,0,-0.8080367095428356,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,0,2,0,-0.41203212175201864,0,0,0,0.5634547219447111,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,1,0,0.2635051162440809,0,0,0,-0.6916257591737927,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,5,0,0.2052691474513137,0,0,0,-0.5646947173191776,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,4,1,0.8808063854474133,0,0,0,-0.2704196113154286,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.44986021638093593,0,0,0,-0.2561896738877812,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,0.5197433789322566,0,0,0,0.05117697454940339,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.027674727719755106,0,0,0,-0.5385116324523064,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,-0.06261630899541543,0,0,0,-0.6916257591737927,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,2.592943867954769,0,0,0,-1.4657343552378133,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,-0.7265063532329615,0,0,0,-0.7172396465435582,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,2,0,-0.2955601841664842,0,0,0,1.0501185819702537,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,-0.9943918096796907,0,0,0,1.1810340063046099,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1,1,4,0,0.6944512853105582,0,0,0,0.7068924912153974,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,0,0,-0.9710974221625838,0,0,0,-2.945647847713147,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2,0,1,2,0,0.8924535792059667,0,0,0,-0.5217203062876823,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,4,0,1.0438670980671614,0,0,0,-0.35864522336684257,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,0.2052691474513137,0,0,0,0.32723776064576376,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,3,0,-0.06261630899541543,0,0,0,-0.4867146602156695,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,0,-0.6915647719573013,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,0,2.511413511644895,0,0,0,-0.3842591107366081,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,2,1,0,-0.06261630899541543,0,0,0,-0.09966036218365937,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,0.7759816416204323,0,0,0,0.13143382164133513,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,4,0,-0.6682703844401944,0,0,0,0.337767914342223,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.9361558408869235,0,0,0,0.1849383863692894,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,2,0,0.19362195369276025,0,0,0,-0.6688578592895569,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
3,0,1,4,0,0.17032756617565337,0,0,0,-0.1329584157643544,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.49356247806189274,0,0,0,-0.512328547585435,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,1,0,-0.30720737792503766,0,0,0,-0.6475129531480857,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,0.2867995037611878,0,0,0,-0.054693759912293506,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,-0.9827446159211373,0,0,0,0.12801863665869964,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,2.6744742242646433,0,0,0,1.6079321291340332,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9012142596112631,0,0,0,-0.41271898559190295,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,-0.5285040593375531,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,2,0,3,0,-0.342148959200698,0,0,0,-0.5994157646426375,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.23732421537371703,0,0,0,0.4353852850958842,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.5750928343717668,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.09755789027107575,0,0,0,0.35854362298658793,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,2,0,2,0,1.195280616928356,0,0,0,1.844149090432981,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,4,0,-0.2606186028908239,0,0,0,-0.6475129531480857,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9943918096796907,0,0,0,-0.5265584850130824,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,-0.7381535469915149,0,0,0,2.575567874214059,1,0,True,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,-0.5750928343717668,0,0,0,0.2586494622445032,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,5,0,0.822570416654646,0,0,0,0.23047418613776102,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0,1,2,0,0.4964489914151497,0,0,0,0.3648047954547528,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9710974221625838,0,0,0,-0.41271898559190295,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.11209159738288618,0,0,0,-0.7684674212830889,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.8779198720941562,0,0,0,2.6040277490693535,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.13249947154673608,0,0,0,0.1564785115139945,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
3,0,1,2,0,-0.7032119657158546,0,0,0,2.376348750226995,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,2,0,0.19362195369276025,0,0,0,-0.4696387353024927,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
3,0,1,2,0,0.06550282234867241,0,0,0,2.6040277490693535,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True
2,1,0,3,0,1.0788086793428218,0,0,0,0.6829861963369497,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.6682703844401944,0,0,0,0.6232204591408306,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,0,0,0.007266853555905214,0,0,0,-0.28180356125754674,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,1,3,0,-0.5052096718204462,0,0,0,2.0427990169229386,0,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,1,3,0,-0.8080367095428356,0,0,0,-0.3330313359970774,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,-0.16744105282239638,0,0,0,0.4695371349222381,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,-0.5401512530961065,0,0,0,2.777063788189547,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,2,4,0,-0.8080367095428356,0,0,0,1.4465646387045115,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,0.7293928665862185,0,0,0,0.05117697454940339,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,1.160339035652696,0,0,0,-0.6916257591737927,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.030561241073012096,0,0,0,-0.7684674212830889,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,2,2,0,0.06550282234867241,0,0,0,-0.9494722253627643,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,1,-0.1092050840296292,0,0,0,-0.1494651431804254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.33050176544214455,0,0,0,-0.512328547585435,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9943918096796907,0,0,0,-2.945647847713147,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False
2,0,0,2,0,2.185292086405399,0,0,0,0.1564785115139945,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.46150741013948937,0,0,0,-0.8894218894180921,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,2,1,0,-0.33050176544214455,0,0,0,3.5602795442072614,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,1,0,0,1.3117525545138906,0,0,0,-0.47675370401631645,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,2,0,0,3.5014249811219376,0,0,0,0.32723776064576376,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.05096911523686199,0,0,0,-1.2426089363723014,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,1,0,0,-0.9943918096796907,0,0,0,0.9818148823175459,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,1,0,0,-0.2606186028908239,0,0,0,0.9732769198609571,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,5,0,1.2768109732382302,0,0,0,-0.11531329335407146,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,2,0,-0.05096911523686199,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.9128614533698166,0,0,0,-0.6973177341448518,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,0,0,-0.9943918096796907,0,0,0,-2.945647847713147,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,0,0,-0.9827446159211373,0,0,0,0.21339826122458425,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,0.4964489914151497,0,0,0,-5.0800190127303077e-05,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,-0.92450864712837,0,0,0,-0.6830877967172043,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,3,0,-0.5634456406132133,0,0,0,0.04263901209281501,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,2,0,0,-0.9943918096796907,0,0,0,1.3233333805810843,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.9128614533698166,0,0,0,-2.945647847713147,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2,0,2,3,0,-0.6799175781987478,0,0,0,-0.4696387353024927,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,-0.8662726783356028,0,0,0,-1.0388362324083902,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,-0.7847423220257287,1,0,7,-0.8396171084213261,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,-0.8313310970599425,0,0,0,-0.09966036218365937,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.5634456406132133,0,0,0,0.4695371349222381,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,-0.7265063532329615,0,0,0,-0.07120048732836448,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,1.4165772983408715,0,0,0,0.15363252402846517,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,-0.8080367095428356,0,0,0,0.4695371349222381,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,4,0,-0.4003849279934652,0,0,0,-1.0246062949807428,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,0,0,-0.9943918096796907,0,0,0,-0.44117886044719784,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,1,1,0,0.12373879114143962,0,0,0,1.588010216735327,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,0,-0.17908824658094982,0,0,0,0.2987778857904689,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,3,5,1,0.42656582886382904,0,0,0,0.06825289946258055,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.9827446159211373,0,0,0,0.04263901209281501,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,5,0,1.5563436234435128,0,0,0,0.0782138556619336,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,4,5,0,1.5796380109606198,0,0,0,-0.3572222296240779,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.4819152843033393,0,0,0,-0.8162800110399845,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.4236793155105721,0,0,0,-0.6603198968329684,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0,2,2,0,0.5779793477250238,0,0,0,-0.31937059606653573,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.5285040593375531,0,0,0,-0.756514273843865,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,1,1.9639954049928834,0,0,0,-0.1494651431804254,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.6449759969230875,0,0,0,-0.15373412440871978,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,0.042208434831565535,0,0,0,-0.20496189914825047,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.6216816094059806,0,0,0,-0.2041081029025916,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.27515231000263435,0,0,0,-5.0800190127303077e-05,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.12085227778818262,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,0,0,4,0,-0.9012142596112631,0,0,0,0.7541358834751869,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,2,3,0,-0.5401512530961065,0,0,0,0.9835224748088636,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
